"abundance","exp_mass","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_mass2","C13_abund2","S34_mass","S34_abund","tag"
5.3,348.103320532402,"C16H19N3O4S","N3O4S","CHNOS",16,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349.110596984562,348.10235039534,2.77888173781595,2.78,348,347.714625254885,0.285374745114666,9,0.25,1.1875,5,26.8545866805769,24,0.9,34,0.6,0,0,0,0,0,0,"Unambiguous"
1.3,350.082215879135,"C15H17N3O5S","N3O5S","CHNOS",15,17,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351.089492331295,350.08161495384,1.71160147968853,1.71,350,349.691310949395,0.308689050605324,9,0.333333333333333,1.13333333333333,4,27.0068378004615,24,0.9,32,0.5,0,0,0,0,0,0,"Unambiguous"
6.4,350.118785977942,"C16H21N3O4S","N3O4S","CHNOS",16,21,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351.126062430102,350.11800045914,2.23714183165031,2.24,350,349.727840213704,0.27215978629647,8,0.25,1.3125,4,27.0096366854846,24,0.9,34,0.6,0,0,0,0,0,0,"Unambiguous"
1.7,352.098191326052,"C15H19N3O5S","N3O5S","CHNOS",15,19,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353.105467778212,352.09726501764,2.62331936777036,2.62,352,351.705035340119,0.294964659881316,8,0.333333333333333,1.26666666666667,3,27.1618878053692,24,0.9,32,0.6,0,0,0,0,0,0,"Unambiguous"
5.9,352.134321423672,"C16H23N3O4S","N3O4S","CHNOS",16,23,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,353.141597875832,352.13365052294,1.89980658086122,1.9,352,351.741125094548,0.258874905451989,7,0.25,1.4375,3,27.1646866903923,24,0.9,34,0.7,0,0,0,0,0,0,"Unambiguous"
1.4,360.103072954259,"C17H19N3O4S","N3O4S","CHNOS",17,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361.110349406419,360.10235039534,2.00093661218117,2,360,359.700978645987,0.299021354013007,10,0.235294117647059,1.11764705882353,6,27.7776636036538,25,0.9,36,0.5,0,0,0,0,0,0,"Unambiguous"
1.6,362.11846839961,"C17H21N3O4S","N3O4S","CHNOS",17,21,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,363.12574485177,362.11800045914,1.28864581109162,1.29,362,361.714123682779,0.285876317221152,9,0.235294117647059,1.23529411764706,5,27.9327136085615,25,0.9,36,0.6,0,0,0,0,0,0,"Unambiguous"
2.1,364.098013748098,"C16H19N3O5S","N3O5S","CHNOS",16,19,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365.105290200258,364.09726501764,2.05072475919423,2.05,364,363.691458653247,0.308541346753373,9,0.3125,1.1875,4,28.0849647284462,25,0.9,34,0.6,0,0,0,0,0,0,"Unambiguous"
1.1,364.134623847014,"C17H23N3O4S","N3O4S","CHNOS",17,23,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365.141900299174,364.13365052294,2.6656049978992,2.67,364,363.728027872999,0.271972127000879,8,0.235294117647059,1.35294117647059,4,28.0877636134692,25,0.9,36,0.6,0,0,0,0,0,0,"Unambiguous"
2.1,366.150089292554,"C17H25N3O4S","N3O4S","CHNOS",17,25,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,367.157365744714,366.14930058674,2.14814106390884,2.15,366,365.741242831817,0.258757168182797,7,0.235294117647059,1.47058823529412,3,28.2428136183769,25,0.9,36,0.7,0,0,0,0,0,0,"Unambiguous"
1,368.129254640016,"C16H23N3O5S","N3O5S","CHNOS",16,23,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369.136531092176,368.12856514524,1.86785841515217,1.87,368,367.718198225571,0.281801774429141,7,0.3125,1.4375,2,28.3950647382615,25,0.9,34,0.7,0,0,0,0,0,0,"Unambiguous"
1.3,372.030175179824,"C16H11N3O6S","N3O6S","CHNOS",16,11,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,373.037451631984,372.02957938474,1.59714549124302,1.6,372,371.614762962655,0.385237037345064,13,0.375,0.6875,7,28.6951427566846,26,0.9,34,0.3,0,0,0,0,0,0,"Unambiguous"
